 P5K-E R102G        eM-Test Expert (R)     licence #50871 ASUSTEK COMPUTER INC, 

 Test Fixture Nails    1569/9020 Selected Drills           6-Jul-2007 9:48
                       1569 Nails, 2431 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$628       4.703     4.061   1  D4   (B)  #1666 X_1X16_RXN13     V PIN PCIEX16_1.75
$629       4.663     4.140   1  D4   (B)  #1665 X_1X16_RXP13     V PIN PCIEX16_1.74
$630       4.742     3.884   1  D4   (B)  #1651 X_1X16_TXP14_C   V PIN PCIEX16_1.158
$631       4.781     3.963   1  D4   (B)  #1652 X_1X16_TXN14_C   V PIN PCIEX16_1.159
$632       4.860     4.061   1  D4   (B)  #1668 X_1X16_RXN14     V PIN PCIEX16_1.79
$633       4.821     4.140   1  D4   (B)  #1667 X_1X16_RXP14     V PIN PCIEX16_1.78
$634       4.900     3.884   1  D4   (B)  #1653 X_1X16_TXP15_C   V PIN PCIEX16_1.162
$635       4.939     3.963   1  D4   (B)  #1654 X_1X16_TXN15_C   V PIN PCIEX16_1.163
$636       5.018     4.061   1  E4   (B)  #1670 X_1X16_RXN15     V PIN PCIEX16_1.83
$637       4.978     4.140   1  D4   (B)  #1669 X_1X16_RXP15     V PIN PCIEX16_1.82
$638       5.085     4.300   1  E4   (B)  #689  N42568333        V PIN ME.1
$639       3.793     5.243   1  D5   (B)  #424  +3V_CLK_DIFF     V VIA .
$640       3.794     5.551   2  D5   (B)  #798  N24102475        V VIA .
$641       3.875     5.550   2  D5   (B)  #579  N24102192        V VIA .
$642       3.915     5.720   1  D5   (B)  #640  N18410727        V VIA .
$643       3.950     5.960   2  D5   (B)  #797  N22691013        V VIA .
$644       3.915     6.030   2  D5   (B)  #793  N22690979        V VIA .
$645       3.945     6.320   1  D6   (B)  #69   P_VTTCPU_CON_15  V VIA .
$646       4.160     5.694   1  D5   (B)  #35   +1.25V           V PIN PCE400.1
$647       3.990     6.025   2  D5   (B)  #801  N24105857        V VIA .
$648       4.130     6.035   1  D5   (B)  #716  VCCA_EXPPLL_R    V VIA .
$649       4.175     6.115   1  D5   (B)  #460  VCCA_EXPPLL      V VIA .
$650       4.140     6.270   1  D6   (B)  #1676 VCCA_DPLLB       V VIA .
$651       4.090     6.375   1  D6   (B)  #1840 VCCA_HPLL1       V VIA .
$652       4.100     6.510   1  D6   (B)  #726  N40555581        V VIA .
$653       4.235     6.520   2  D6   (B)  #725  H_CPU_MCH_GTLREF V VIA .
$654       4.199     6.595   2  D6   (B)  #711  H_SWING_DIV      V VIA .
$655       4.140     6.650   2  D6   (B)  #789  N40555552        V VIA .
$656       3.975     6.770   1  D6   (B)  #587  H_BSEL0_R        V VIA .
$657       3.350     7.555   1  C7   (B)  #1328 H_VTT_SELECT     V VIA .
$658       3.723     8.602   1  C7   (B)  #564  H_TP_A20         V PIN HT22.1
$659       3.550     8.875   2  C8   (B)  #563  H_TP_SFRANAC2_E23 V PIN HT23.1
$660       3.550     8.945   2  C8   (B)  #562  H_TP_F23         V PIN HT24.1
$661       3.852     9.056   1  D8   (B)  #571  H_DP#3           V PIN HT11.1
$662       4.350     6.020   2  D5   (B)  #656  N36318189        V VIA .
$663       4.315     6.080   2  D5   (B)  #796  H_BSEL2_R        V VIA .
$664       4.370     6.305   2  D6   (B)  #64   +3V_DAC          V VIA .
$665       4.385     5.950   2  D5   (B)  #733  N_RFU_G15        V VIA .
$666       4.423     6.238   1  D5   (B)  #659  N_EXP_SLR        V VIA .
$667       4.420     6.360   2  D6   (B)  #693  N336102850       V VIA .
$668       4.265     6.425   1  D6   (B)  #461  VCCA_MPLL_R      V VIA .
$669       4.461     6.604   1  D6   (B)  #713  H_SCOMP          V VIA .
$670       4.485     6.305   2  D6   (B)  #415  VCCA_CRT         V VIA .
$671       4.490     6.505   1  D6   (B)  #1675 VCCA_DPLLA       V VIA .
$672       4.655     6.140   3  D5   (B)  #701  N36318191        V VIA .
$673       4.543     6.258   3  D6   (B)  #752  N_SDVO_CTRL_CLK  V VIA .
$674       4.686     6.300   2  D6   (B)  #751  N_SDVO_CTRL_DATA V VIA .
$675       4.761     6.270   2  D6   (B)  #414  VCCA_EXP         V VIA .
$676       4.820     6.310   2  D6   (B)  #734  N_EXP_EN         V VIA .
$677       4.805     6.410   1  D6   (B)  #702  N36318114        V VIA .
$678       4.745     6.475   2  D6   (B)  #758  VCCDQ_CRT        V VIA .
$679       4.595     6.515   2  D6   (B)  #742  H_RCOMP          V VIA .
$680       4.665     6.515   2  D6   (B)  #717  VCCA_MPLL        V VIA .
$681       4.618     6.590   2  D6   (B)  #727  MCH_GTLREF0      V VIA .
$682       4.573     6.643   2  D6   (B)  #712  H_SCOMP#         V VIA .
$683       4.105     8.110   2  D7   (B)  #1294 H_COMP0          V VIA .
$684       4.108     8.179   2  D7   (B)  #1306 H_COMP8          V VIA .
$685       4.050     8.730   1  D7   (B)  #555  H_TP_D14         V PIN HT33.1
$686       3.943     8.770   1  D8   (B)  #565  H_TP_D16         V PIN HT21.1
$687       3.932     8.998   2  D8   (B)  #572  H_DP#2           V PIN HT10.1
$688       3.984     9.057   2  D8   (B)  #545  H_DP#0           V PIN HT8.1
$689       3.875    10.845   1  D9   (B)  #1011 P_VCORE_BSTH_20  V VIA .
$690       3.451    10.959   1  C9   (B)  #1104 P_VCORE_VCCD_20  V VIA .
$691       3.210    11.196   1  C9   (B)  #1105 P_VCORE_HGD_20   V VIA .
$692       3.414    11.292   1  C10  (B)  #21   P_VCORE_LGD_20   V VIA .
$693       3.534    11.295   1  C10  (B)  #979  P_VCORE_HGMH_20  V VIA .
$694       3.290    11.650   1  C10  (B)  #1380 P_VCORE_S_ND     V VIA .
$695       3.709    11.168   1  C9   (B)  #10   P_VCORE_PHASEH_10 V PIN PL108.1
$696       4.020     8.995   2  D8   (B)  #544  H_DP#1           V PIN HT9.1
$697       4.188     8.973   1  D8   (B)  #573  H_RSP#           V PIN HT1.1
$698       4.688     6.627   2  D6   (B)  #710  H_SWING          V VIA .
$699       4.398     8.832   2  D8   (B)  #554  H_TP_E6          V PIN HT34.1
$700       4.339     8.879   2  D8   (B)  #553  H_TP_CPU_E7      V PIN HT35.1
$701       4.348     8.961   2  D8   (B)  #568  H_TP_SLEWCTRL_G6 V PIN HT17.1
$702       4.518     9.166   1  D8   (B)  #558  H_TP_N4          V PIN HT3.1
$703       4.463     9.286   1  D8   (B)  #548  H_TP_P5          V PIN HT5.1
$704       4.553     9.379   1  D8   (B)  #546  H_AP#1           V PIN HT7.1
$705       4.815     6.500   2  D6   (B)  #757  N23636979        V VIA .
$706       4.655     8.875   1  D8   (B)  #556  H_TP_D1          V PIN HT32.1
$707       4.730     9.385   1  D8   (B)  #547  H_AP#0           V PIN HT6.1
$708       4.727     9.521   1  D8   (B)  #557  H_TP_LL_ID1_AA2  V PIN HT30.1
$709       4.479     9.635   1  D8   (B)  #570  H_TP_AC4         V PIN HT14.1
$710       4.383     9.693   1  D8   (B)  #566  H_TP_AE6         V PIN HT20.1
$711       4.500     9.720   1  D8   (B)  #569  H_TP_AE4         V PIN HT15.1
$712       4.548    10.003   1  D9   (B)  #550  H_TP_VRDSEL      V PIN HT42.1
$713       4.885     6.445   2  D6   (B)  #735  N_CEN            V VIA .
$714       4.960     6.460   2  D6   (B)  #653  N_MEMORY_TYPE    V VIA .
$715       5.175     9.125   1  E8   (B)  #1330 H_TEST           V VIA .
$716       5.185     9.250   1  E8   (B)  #1332 H_ACLKPH_J3      V VIA .
$717       5.130     9.345   1  E8   (B)  #1311 H_TESTHI_10      V VIA .
$718       5.040     9.425   1  E8   (B)  #1297 H_COMP3          V VIA .
$719       4.832     9.500   1  D8   (B)  #1290 H_TESTHI_12      V VIA .
$720       4.592     9.652   1  D8   (B)  #560  H_BINIT#         V PIN HT27.1
$721       4.630     9.890   1  D8   (B)  #567  H_TP_CPU_AH2     V PIN HT18.1
$722       4.670     9.965   1  D8   (B)  #1322 H_BPM#4          V VIA .
$723       5.205     3.625   2  E3   (B)  #608  C_ASIC_PCICLK_TPM_R V VIA .
$724       5.320     3.468   1  E3   (B)  #688  BAT              V PIN BATTERY.1
$725       5.360     3.780   1  E4   (B)  #576  BAT_R            V VIA .
$726       5.315     3.885   1  E4   (B)  #636  N355145641       V VIA .
$727       5.545     5.010   1  E5   (B)  #1868 N_CLINK_DATA     V VIA .
$728       5.883     2.838   1  E3   (B)  #676  N17007304        V PIN CLRTC.2
$729       5.965     3.200   1  E3   (B)  #648  N30886520        V VIA .
$730       5.935     3.435   1  E3   (B)  #677  S_RTCRST#        V VIA .
$731       5.545     3.625   1  E3   (B)  #704  C_PCI_1394       V VIA .
$732       6.043     4.080   1  E4   (B)  #637  N31084362        V VIA .
$733       6.310     1.238   1  F1   (B)  #407  F1_SPI_CS#       V VIA .
$734       6.492     1.251   1  F2   (B)  #1064 A_PCBEEP         V PIN BUZZER.2
$735       6.435     1.908   1  F2   (B)  #1848 K_INTF#          V VIA .
$736       6.620     2.090   2  F2   (B)  #1849 K_INTG#          V VIA .
$737       6.670     2.140   2  F2   (B)  #1850 K_INTH#          V VIA .
$738       6.835     0.265   1  F1   (B)  #404  O_BTN1           V PIN AP_TRIGGER.1
$739       7.165     0.313   1  F1   (B)  #969  S_PWRDWN#        V PIN TPM.19
$740       7.265     0.213   1  F1   (B)  #964  F_CLKRUN#        V PIN TPM.18
$741       7.365     0.213   1  F1   (B)  #963  F_SERIRQ#        V PIN TPM.16
$742       7.365     0.313   1  F1   (B)  #48   +3VSB            V PIN TPM.15
$743       7.565     0.313   1  G1   (B)  #968  F_LAD0           V PIN TPM.11
$744       7.665     0.213   1  G1   (B)  #962  F_LAD1           V PIN TPM.10
$745       7.765     0.213   1  G1   (B)  #961  F_LAD2           V PIN TPM.8
$746       7.765     0.313   1  G1   (B)  #967  F_LAD3           V PIN TPM.7
$747       7.865     0.313   1  G1   (B)  #894  O_PCIE_RST#      V PIN TPM.5
$748       7.965     0.313   1  G1   (B)  #966  F_FRAME#         V PIN TPM.3
$749       8.065     0.313   1  G1   (B)  #965  C_PCICLK_TPM     V PIN TPM.1
$750       7.885     0.480   1  G1   (B)  #1041 I2_PDRST_Q2      V VIA .
$751       7.995     0.500   1  G1   (B)  #1042 I2_PDRST_Q1      V VIA .
$752       7.215     0.665   1  F1   (B)  #880  I2_PDET80P#      V PIN PRI_EIDE.34
$753       7.115     0.665   1  F1   (B)  #1825 I2_PDA2          V PIN PRI_EIDE.36
$754       7.015     0.665   1  F1   (B)  #1826 I2_PCS3#         V PIN PRI_EIDE.38
$755       7.015     0.765   1  F1   (B)  #1827 I2_PCS1#         V PIN PRI_EIDE.37
$756       6.915     0.765   1  F1   (B)  #990  I2_IDEACTS#      V PIN PRI_EIDE.39
$757       7.115     0.765   1  F1   (B)  #1828 I2_PDA0          V PIN PRI_EIDE.35
$758       7.215     0.765   1  F1   (B)  #1824 I2_PDA1          V PIN PRI_EIDE.33
$759       7.315     0.765   1  F1   (B)  #1823 I2_IRQ14         V PIN PRI_EIDE.31
$760       7.415     0.765   1  F1   (B)  #1822 I2_PDDACK#       V PIN PRI_EIDE.29
$761       7.515     0.765   1  G1   (B)  #1821 I2_PDIORDY       V PIN PRI_EIDE.27
$762       7.615     0.765   1  G1   (B)  #1820 I2_PDIOR#        V PIN PRI_EIDE.25
$763       7.715     0.765   1  G1   (B)  #1819 I2_PDIOW#        V PIN PRI_EIDE.23
$764       7.815     0.765   1  G1   (B)  #1818 I2_DMARQA        V PIN PRI_EIDE.21
$765       8.015     0.765   1  G1   (B)  #1816 I2_PDD0          V PIN PRI_EIDE.17
$766       8.015     0.665   1  G1   (B)  #1817 I2_PDD15         V PIN PRI_EIDE.18
$767       8.115     0.665   1  G1   (B)  #1814 I2_PDD14         V PIN PRI_EIDE.16
$768       8.215     0.665   1  G1   (B)  #1813 I2_PDD13         V PIN PRI_EIDE.14
$769       8.315     0.665   1  G1   (B)  #1811 I2_PDD12         V PIN PRI_EIDE.12
$770       8.315     0.765   1  G1   (B)  #1809 I2_PDD3          V PIN PRI_EIDE.11
$771       8.215     0.765   1  G1   (B)  #1812 I2_PDD2          V PIN PRI_EIDE.13
$772       8.115     0.765   1  G1   (B)  #1815 I2_PDD1          V PIN PRI_EIDE.15
$773       6.768     0.970   1  F1   (B)  #886  T1_SATALED#      V VIA .
$774       6.955     1.015   1  F1   (B)  #853  I2_PCS1#_R       V VIA .
$775       7.297     1.107   1  F1   (B)  #887  I2_PDDACK#_R     V VIA .
$776       7.205     1.280   1  F2   (B)  #896  I2_PDD3_R        V VIA .
$777       6.918     1.548   1  F2   (B)  #1080 O_BIOS_WP#       V VIA .
$778       6.985     2.020   1  F2   (B)  #1831 U_USBOC#01       V VIA .
$779       7.087     2.140   1  F2   (B)  #666  S_SPKR           V VIA .
$780       7.045     2.230   1  F2   (B)  #1834 U_USBOC#67       V VIA .
$781       7.057     2.350   2  F2   (B)  #422  S_PCB2           V VIA .
$782       7.041     2.428   2  F2   (B)  #1847 K_INTE#          V VIA .
$783       7.112     2.448   2  F2   (B)  #745  F_DRQ#0          V VIA .
$784       7.110     2.580   1  F3   (B)  #470  J_SILENT#        V VIA .
$785       6.332     2.606   1  F3   (B)  #575  V5REF            V VIA .
$786       6.258     2.692   2  F3   (B)  #423  S_PCB1           V VIA .
$787       6.255     2.761   2  F3   (B)  #692  S_SLPS4#         V VIA .
$788       6.350     2.798   1  F3   (B)  #750  GPIO15           V VIA .
$789       6.355     2.912   1  F3   (B)  #540  S_ICH_RTCX2      V PIN SY1.1
$790       6.355     3.012   1  F3   (B)  #541  S_ICH_RTCX1      V PIN SY1.2
$791       6.209     3.125   1  E3   (B)  #749  N24523374        V VIA .
$792       6.365     3.148   1  F3   (B)  #647  O_+3VDUAL_OV#    V VIA .
$793       6.453     2.765   1  F3   (B)  #699  S_SLPS4#_R       V VIA .
$794       6.535     2.880   2  F3   (B)  #420  ICH_TP0          V VIA .
$795       6.505     2.945   2  F3   (B)  #1513 S_PLTRST#        V VIA .
$796       6.560     2.705   2  F3   (B)  #1398 O_+1.5V_OV2#     V VIA .
$797       6.623     2.731   2  F3   (B)  #679  PLED             V VIA .
$798       6.601     2.848   2  F3   (B)  #721  N24414042        V VIA .
$799       6.685     2.880   2  F3   (B)  #748  SMLINK0          V VIA .
$800       6.670     2.950   2  F3   (B)  #747  SMLINK1          V VIA .
$801       6.618     3.003   2  F3   (B)  #393  H_GTLREF_OV3#    V VIA .
$802       6.540     3.150   1  F3   (B)  #691  N42568396        V VIA .
$803       6.615     3.205   1  F3   (B)  #1842 N30085553        V VIA .
$804       6.424     3.365   1  F3   (B)  #638  +1.05V           V PIN PCE502.1
$805       6.180     3.605   1  E3   (B)  #406  N28713265        V VIA .
$806       6.330     3.647   1  F3   (B)  #408  N28713361        V VIA .
$807       6.115     3.950   1  E4   (B)  #593  N30473510        V VIA .
$808       6.245     3.964   1  E4   (B)  #594  N18057332        V VIA .
$809       6.290     4.231   1  F4   (B)  #463  N40101155        V VIA .
$810       6.383     4.503   1  F4   (B)  #1032 N41165967        V VIA .
$811       6.075     4.605   1  E4   (B)  #462  N41165963        V VIA .
$812       5.870     4.777   1  E4   (B)  #658  N36318156        V VIA .
$813       5.860     4.875   1  E4   (B)  #1392 O_PWROK_R        V VIA .
$814       5.620     4.970   1  E4   (B)  #657  N36318169        V VIA .
$815       5.765     5.065   2  E5   (B)  #405  N_CLINK_VREF     V VIA .
$816       5.430     5.535   1  E5   (B)  #458  +1.25V_PCIE      V VIA .
$817       5.478     5.678   1  E5   (B)  #1869 N_CLINK_RST#     V VIA .
$818       5.535     5.979   1  E5   (B)  #1867 N_CLINK_CLK      V VIA .
$819       5.483     6.183   1  E5   (B)  #714  N_EXP_COMP01     V VIA .
$820       5.423     8.780   1  E8   (B)  #112  H_CPU_GTLREF3    V VIA .
$821       5.378     8.853   2  E8   (B)  #1184 H_BREQ0#         V VIA .
$822       5.325     8.925   1  E8   (B)  #1296 H_COMP2          V VIA .
$823       5.269     9.026   2  E8   (B)  #115  H_CPU_GTLREF0    V VIA .
$824       5.328     9.088   2  E8   (B)  #114  H_CPU_GTLREF2    V VIA .
$825       5.275     9.200   1  E8   (B)  #1301 H_COMP4          V VIA .
$826       5.385     9.330   2  E8   (B)  #1265 H_A20M#          V VIA .
$827       5.840     5.040   2  E5   (B)  #736  N_DDR2_VREF      V VIA .
$828       5.940     5.040   1  E5   (B)  #738  N_DDR2_COMPX_PD  V VIA .
$829       5.763     5.900   1  E5   (B)  #728  N_DDR_RCOMPVOL   V VIA .
$830       5.750     6.105   1  E5   (B)  #729  N_DDR_RCOMPVOH   V VIA .
$831       6.075     7.280   2  E6   (B)  #741  N_DDR2_COMPY_PU  V VIA .
$832       6.460     3.580   2  F3   (B)  #1078 F1_SPI_MISO      V VIA .
$833       6.538     3.632   2  F3   (B)  #724  S_SPI_CS1#_R     V VIA .
$834       6.080     4.895   1  E4   (B)  #739  N_DDR2_COMPX_PU  V VIA .
$835       6.125     7.330   2  E6   (B)  #740  N_DDR2_COMPY_PD  V VIA .
$836       6.070     7.380   2  E6   (B)  #61   VCC_SMCLK        V VIA .
$837       6.039     7.525   1  E7   (B)  #459  VCC_SMCLK_R      V VIA .
$838       5.753     8.845   1  E8   (B)  #40   H_CPU_GTLREF2_R  V VIA .
$839       5.455     8.860   2  E8   (B)  #1331 H_DCLKPH_E5      V VIA .
$840       5.530     8.870   2  E8   (B)  #1318 H_BPM#0          V VIA .
$841       5.398     8.985   2  E8   (B)  #1307 H_TP_CPU_G1      V VIA .
$842       5.465     8.995   2  E8   (B)  #1310 H_TESTHI_9       V VIA .
$843       5.425     9.080   1  E8   (B)  #113  H_CPU_GTLREF1    V VIA .
$844       5.435     9.230   1  E8   (B)  #1298 H_IMPSEL         V VIA .
$845       5.478     9.353   2  E8   (B)  #787  H_CPUPWRGD       V VIA .
$846       5.417     9.403   2  E8   (B)  #1269 H_IGNNE#         V VIA .
$847       5.130     9.460   2  E8   (B)  #1329 H_TP_N5          V VIA .
$848       5.120     9.540   2  E8   (B)  #1302 H_COMP5          V VIA .
$849       5.007     9.544   1  E8   (B)  #561  H_TP_LL_ID0_V2   V PIN HT26.1
$850       4.990     9.680   2  D8   (B)  #1304 H_COMP6          V VIA .
$851       4.970     9.755   2  D8   (B)  #1179 H_IERR#          V VIA .
$852       4.815     9.825   2  D8   (B)  #1305 H_COMP7          V VIA .
$853       4.780     9.885   2  D8   (B)  #1323 H_BPM#5          V VIA .
$854       4.838     9.965   1  D8   (B)  #1291 H_TESTHI_2       V VIA .
$855       4.678    10.170   1  D9   (B)  #1283 H_VCC_SENSE      V VIA .
$856       4.385    10.890   1  D9   (B)  #1110 P_VCORE_VCCF_20  V VIA .
$857       4.100    10.895   1  D9   (B)  #1102 P_VCORE_VCCH_20  V VIA .
$858       4.155    10.980   1  D9   (B)  #1015 P_VCORE_BSTF_20  V VIA .
$859       3.920    11.080   1  D9   (B)  #1103 P_VCORE_HGH_20   V VIA .
$860       4.195    11.180   1  D9   (B)  #1111 P_VCORE_HGF_20   V VIA .
$861       4.229    11.295   1  D10  (B)  #19   P_VCORE_LGH_20   V VIA .
$862       4.060    11.610   1  D10  (B)  #1389 P_VCORE_S_NH     V VIA .
$863       4.400    11.186   2  D9   (B)  #24   P_VCORE_LGF_20   V VIA .
$864       4.355    11.245   2  D9   (B)  #983  P_VCORE_HGMF_20  V VIA .
$865       4.678    11.168   1  D9   (B)  #12   P_VCORE_PHASEF_10 V PIN PL104.1
$866       4.820    11.610   1  D10  (B)  #1385 P_VCORE_S_NF     V VIA .
$867       5.080     9.680   1  E8   (B)  #1074 H_CPUBOOT        V VIA .
$868       5.045     9.765   2  E8   (B)  #1316 H_TMS            V VIA .
$869       5.005     9.825   2  E8   (B)  #1314 H_TDI            V VIA .
$870       4.937     9.840   2  D8   (B)  #552  H_MCERR#         V PIN HT4.1
$871       5.063    11.210   1  E9   (B)  #16   P_VCORE_PHASEB_10 V PIN PL103.1
$872       5.560     8.991   1  E8   (B)  #1309 H_TESTHI_8       V VIA .
$873       5.708     8.945   2  E8   (B)  #42   H_CPU_GTLREF3_R  V VIA .
$874       5.753     9.000   2  E8   (B)  #5    H_CPU_GTLREF1_R  V VIA .
$875       5.810     9.050   2  E8   (B)  #43   H_CPU_GTLREF0_R  V VIA .
$876       5.770     9.110   2  E8   (B)  #1299 H_PECI           V VIA .
$877       5.675     9.218   2  E8   (B)  #1268 H_NMI            V VIA .
$878       5.608     9.232   2  E8   (B)  #1267 H_INTR           V VIA .
$879       5.655     9.295   2  E8   (B)  #1293 H_THERMTRIP#     V VIA .
$880       5.765     9.295   2  E8   (B)  #696  H_STPCLK#        V VIA .
$881       5.835     9.340   2  E8   (B)  #1266 H_FERR#          V VIA .
$882       5.790     9.445   1  E8   (B)  #1279 H_VID5_R         V VIA .
$883       5.685     9.469   1  E8   (B)  #41   +H_VTT_OUT_L     V VIA .
$884       5.375     9.480   2  E8   (B)  #1264 H_SMI#           V VIA .
$885       5.365     9.550   2  E8   (B)  #1295 H_COMP1          V VIA .
$886       5.355     9.620   2  E8   (B)  #1303 H_MSID1          V VIA .
$887       5.280     9.650   2  E8   (B)  #1288 H_TESTHI_1       V VIA .
$888       5.260     9.745   2  E8   (B)  #1292 H_TESTHI_13      V VIA .
$889       5.185     9.770   2  E8   (B)  #1289 H_TESTHI_11      V VIA .
$890       5.125     9.815   2  E8   (B)  #1313 H_TCK            V VIA .
$891       5.305    10.480   1  E9   (B)  #1019 H_FORCEPR#       V VIA .
$892       5.330     9.700   2  E8   (B)  #1072 H_MSID0          V VIA .
$893       5.505    10.005   2  E9   (B)  #1483 H_ITP_PWRGD      V VIA .
$894       5.860     8.988   2  E8   (B)  #111  H_GTLREF_OV_D    V VIA .
$895       5.958     9.045   1  E8   (B)  #418  N35994506        V VIA .
$896       5.855     9.270   2  E8   (B)  #1180 H_INIT#          V VIA .
$897       5.955     9.398   1  E8   (B)  #1284 H_VSS_SENSE      V VIA .
$898       5.860     9.535   2  E8   (B)  #1286 H_VSS_MB_SENSE   V VIA .
$899       5.660     9.575   1  E8   (B)  #1317 H_TRST#          V VIA .
$900       5.848     9.615   2  E8   (B)  #1285 H_VCC_MB_SENSE   V VIA .
$901       5.803     9.673   2  E8   (B)  #1062 P_VCORE_PG#_10   V VIA .
$902       5.850     9.860   2  E8   (B)  #473  P_VTT_PWRGD      V VIA .
$903       5.805     9.925   2  E8   (B)  #472  P_VCORE_EN_10    V VIA .
$904       5.570     9.965   2  E8   (B)  #1321 H_BPM#3          V VIA .
$905       5.650    10.035   2  E9   (B)  #1315 H_TDO            V VIA .
$906       5.705    10.080   2  E9   (B)  #1320 H_BPM#2          V VIA .
$907       5.675    10.142   2  E9   (B)  #1405 H_ITP_TESTIN#    V VIA .
$908       5.708    10.267   1  E9   (B)  #643  P_VCORE_CSN_10   V VIA .
$909       5.755    10.340   1  E9   (B)  #6    +H_VTT_OUT_R     V VIA .
$910       5.570    10.395   3  E9   (B)  #1319 H_BPM#1          V VIA .
$911       5.545    10.515   1  E9   (B)  #1282 H_THERM_CPU-_R   V VIA .
$912       5.633    10.523   1  E9   (B)  #1353 H_THERM_CPU-     V VIA .
$913       6.033     9.353   2  E8   (B)  #109  H_GTLREF_OV2#_S  V VIA .
$914       6.015     9.530   2  E8   (B)  #644  P_FB_JP25        V VIA .
$915       6.070     9.575   2  E8   (B)  #1450 P_VCORE_FB-_10   V VIA .
$916       6.065     9.645   2  E8   (B)  #18   P_VCORE_FB+_10   V VIA .
$917       5.990     9.670   2  E8   (B)  #1061 P_VCORE_PGR_10   V VIA .
$918       5.976     9.765   1  E8   (B)  #8    P_VCORE_FB_10    V VIA .
$919       6.043     9.888   1  E8   (B)  #474  P_VCORE_FBRTN_10 V VIA .
$920       5.770    10.010   1  E9   (B)  #505  H_VID_SELECT     V VIA .
$921       5.868    10.370   1  E9   (B)  #496  P_VCORE_PWMVCC_20 V VIA .
$922       5.955    10.415   2  E9   (B)  #495  P_VCORE_PWM1_10  V VIA .
$923       5.908    10.465   2  E9   (B)  #492  P_VCORE_PWM4_10  V VIA .
$924       5.863    10.528   2  E9   (B)  #632  P_VCORE_PWMB_10  V VIA .
$925       5.803    10.578   2  E9   (B)  #485  P_VCORE_OD#_10   V VIA .
$926       5.950    10.610   1  E9   (B)  #633  P_VCORE_PWMF_10  V VIA .
$927       5.826    10.785   1  E9   (B)  #626  PHASEH_IC        V VIA .
$928       5.875    10.860   1  E9   (B)  #624  P_PHASED_IC      V VIA .
$929       5.810    10.995   2  E9   (B)  #621  P_PHASEC_IC      V VIA .
$930       5.890    10.995   2  E9   (B)  #623  P_PHASEG_IC      V VIA .
$931       5.875    11.092   1  E9   (B)  #574  P_SWVCC_15       V VIA .
$932       5.890    11.415   1  E10  (B)  #984  P_VCORE_HGMB_20  V VIA .
$933       5.905    11.590   1  E10  (B)  #1113 P_VCORE_HGB_20   V VIA .
$934       5.595    11.615   1  E10  (B)  #1386 P_VCORE_S_NB     V VIA .
$935       5.810    11.630   1  E10  (B)  #25   P_VCORE_LGB_20   V VIA .
$936       6.540     3.560   2  F3   (B)  #1843 VCCCL1_5         V VIA .
$937       6.558     3.700   2  F3   (B)  #410  S_SPI_CLK_R      V VIA .
$938       6.103     9.335   2  E8   (B)  #396  H_GTLREF_OV2#_C  V VIA .
$939       6.089     9.478   2  E8   (B)  #645  P_FB_JP24        V VIA .
$940       6.128     9.784   2  E8   (B)  #475  P_VCORE_COMP_10  V VIA .
$941       6.145     9.970   1  E8   (B)  #476  P_VCORE_SS_10    V VIA .
$942       6.062    10.000   1  E9   (B)  #477  P_VCORE_DELAY_10 V VIA .
$943       6.053    10.343   2  E9   (B)  #28   P_VCORE_SW1_10   V VIA .
$944       6.124    10.345   2  E9   (B)  #490  P_VCORE_SW2_10   V VIA .
$945       6.085    10.415   2  E9   (B)  #614  P_VCORE_PWMD_10  V VIA .
$946       6.020    10.438   2  E9   (B)  #491  N17083978        V VIA .
$947       5.970    10.498   2  E9   (B)  #493  P_VCORE_PWM3_10  V VIA .
$948       6.018    10.548   2  E9   (B)  #494  P_VCORE_PWM2_10  V VIA .
$949       6.015    10.680   1  E9   (B)  #631  P_VCORE_PWMG_10  V VIA .
$950       5.981    10.784   1  E9   (B)  #629  P_VCORE_PWME_10  V VIA .
$951       6.020    10.880   1  E9   (B)  #628  P_VCORE_PWMA_10  V VIA .
$952       6.020    11.570   1  E10  (B)  #1016 P_VCORE_BSTB_20  V VIA .
$953       6.690     2.710   2  F3   (B)  #1844 N26183059        V VIA .
$954       6.770     2.784   1  F3   (B)  #700  S_S4_STATE#_R    V VIA .
$955       6.770     3.010   1  F3   (B)  #743  LINKALERT#       V VIA .
$956       6.694     3.117   2  F3   (B)  #1530 O_SST            V VIA .
$957       6.735     3.175   2  F3   (B)  #1437 ENABLELANPOWER   V VIA .
$958       6.775     3.245   2  F3   (B)  #1436 INTVRMEN         V VIA .
$959       6.780     3.360   1  F3   (B)  #595  O_PWROK          V VIA .
$960       6.615     3.420   1  F3   (B)  #664  S_ICH_CL_REF     V VIA .
$961       6.685     3.740   1  F3   (B)  #731  GLAN_BIAS        V VIA .
$962       6.652     3.866   1  F4   (B)  #454  VCCGLAN_PLL      V VIA .
$963       6.635     6.611   1  F6   (B)  #20   GND              V PIN PCE201.2
$964       6.635     6.749   1  F6   (B)  #30   +1.8VDUAL        V PIN PCE201.1
$965       6.163     9.443   2  E8   (B)  #110  H_GTLREF_OV1#_S  V VIA .
$966       6.183     9.518   2  E8   (B)  #1028 N26441353        V VIA .
$967       6.240     9.594   1  E8   (B)  #537  N26441371        V VIA .
